Index,Region,Subregion,Month,Confirmed,Deaths,Recovered,Month_Confirmed,Month_Deaths,Month_Recovered,Month_Treated%,Month_Deaths%,Month_Recovered%,Month_Treated,Recovered_Change
1,US,,2020-01-31,6,0,0,6,0,0,0.0,,,0,
2,US,,2020-02-29,70,1,7,70,1,7,0.11428571428571428,0.125,0.875,8,
3,US,,2020-03-31,188248,3875,7024,188240,3874,7017,0.05785699107522312,0.35570654668992746,0.6442934533100725,10891,-0.23070654668992752
4,US,,2020-04-30,1069523,62996,153947,1058624,59121,146923,0.19463378876730547,0.2869338587874435,0.7130661412125565,206044,0.06877268790248403
5,US,,2020-05-31,1790434,104383,444758,1573491,41387,290811,0.21112163971703682,0.1245853376600702,0.8754146623399298,332198,0.1623485211273733
6,US,,2020-06-30,2635866,127420,720631,2086725,23037,275873,0.143243599420144,0.07707002107657823,0.9229299789234218,298910,0.04751531658349195
7,US,,2020-07-31,4562599,153371,1438160,3714548,25951,717529,0.20015355838718465,0.03490477215257976,0.9650952278474202,743480,0.04216524892399842
8,US,,2020-08-31,6031068,183601,2184825,4439537,30230,746665,0.1749945996620819,0.03891130719080442,0.9610886928091956,776895,-0.004006535038224568
9,US,,2020-09-30,7235448,207115,2840688,4867022,23514,655863,0.13958782187547128,0.03461112165999143,0.9653888783400085,679377,0.0043001855308129056
10,US,,2020-10-31,9151392,230815,3612478,6103589,23700,771790,0.13033151478580882,0.02979295779959522,0.9702070422004048,795490,0.004818163860396241
11,US,,2020-11-21,12088410,255861,4529700,8245117,25046,917222,0.11428194408884677,0.026580548209214364,0.9734194517907856,942268,0.003212409590380827
